y,X
0.007160926,0.03959995
0.017086861,0.007160926
-0.008911255,0.017086861
-0.001988297,-0.008911255
0.015313907,-0.001988297
0.01363611,0.015313907
-6.12599E-06,0.01363611
0.010824685,-6.12599E-06
-0.020308476,0.010824685
-0.007120145,-0.020308476
0.023251902,-0.007120145
0.003202728,0.023251902
-0.020374967,0.003202728
-0.006288568,-0.020374967
-0.001047453,-0.006288568
-0.030607723,-0.001047453
-0.018941906,-0.030607723
0.011668581,-0.018941906
-0.033233216,0.011668581
-0.005146615,-0.033233216
0.006077039,-0.005146615
-0.011001314,0.006077039
-0.012994584,-0.011001314
0.0003846,-0.012994584
-0.021364529,0.0003846
-0.040968081,-0.021364529
-0.036844415,-0.040968081
-0.042719464,-0.036844415
0.079062007,-0.042719464
-0.015850758,0.079062007
-0.01261479,-0.015850758
-0.030402394,-0.01261479
-0.026236227,-0.030402394
-0.020117311,-0.026236227
0.027496264,-0.020117311
-0.021999682,0.027496264
0.045704255,-0.021999682
0.04027169,0.045704255
0.013977499,0.04027169
0.008362251,0.013977499
0.001899696,0.008362251
-0.015467752,0.001899696
0.009503493,-0.015467752
0.012180268,0.009503493
-0.009119511,0.012180268
-0.016563268,-0.009119511
0.00802684,-0.016563268
-0.05931234,0.00802684
0.056972055,-0.05931234
-0.031092275,0.056972055
0.021870859,-0.031092275
-0.017152196,0.021870859
-0.024239928,-0.017152196
0.015782315,-0.024239928
0.019269394,0.015782315
-0.007044114,0.019269394
-0.016005414,-0.007044114
-0.020538895,-0.016005414
0.008504595,-0.020538895
0.003176019,0.008504595
0.065120595,0.003176019
-0.021187495,0.065120595
0.029365127,-0.021187495
-0.015600703,0.029365127
0.003233069,-0.015600703
-0.029114213,0.003233069
-0.046106278,-0.029114213
0.006601945,-0.046106278
-0.07598873,0.006601945
0.006893017,-0.07598873
-0.021004055,0.006893017
0.001620366,-0.021004055
-0.018028773,0.001620366
-0.034208741,-0.018028773
-0.031078394,-0.034208741
0.024609533,-0.031078394
0.061066037,0.024609533
-0.030464413,0.061066037
0.052018113,-0.030464413
0.00371864,0.052018113
0.03403737,0.00371864
0.024466858,0.03403737
-0.032498124,0.024466858
-0.002277829,-0.032498124
-0.014723886,-0.002277829
-0.016723756,-0.014723886
0.003722678,-0.016723756
-0.026302358,0.003722678
0.010902991,-0.026302358
0.025563468,0.010902991
0.025549844,0.025563468
-0.036096367,0.025549844
0.004509458,-0.036096367
0.004599535,0.004509458
0.023500591,0.004599535
0.023835856,0.023500591
0.042627973,0.023835856
0.062023535,0.042627973
0.003050379,0.062023535
0.028683617,0.003050379
0.029704158,0.028683617
0.000102781,0.029704158
-0.005631834,0.000102781
0.001240233,-0.005631834
0.023397608,0.001240233
-0.015317993,0.023397608
-0.028039553,-0.015317993
-0.013412492,-0.028039553
0.018921671,-0.013412492
0.048728665,0.018921671
0.011302899,0.048728665
0.009542261,0.011302899
0.035889134,0.009542261
0.0029113,0.035889134
0.029103887,0.0029113
-0.046804977,0.029103887
0.029573405,-0.046804977
-0.039387322,0.029573405
0.015349144,-0.039387322
0.039145022,0.015349144
-0.013633043,0.039145022
0.012595524,-0.013633043
0.011928759,0.012595524
-0.008970162,0.011928759
-0.047193283,-0.008970162
0.061944057,-0.047193283
0.010393071,0.061944057
-0.013433158,0.010393071
0.002430355,-0.013433158
0.033003,0.002430355
0.021081969,0.033003
-0.002924901,0.021081969
0.031709257,-0.002924901
0.01687,0.031709257
-0.035372124,0.01687
0.00783043,-0.035372124
0.00591619,0.00783043
0.022755998,0.00591619
0.031048498,0.022755998
-0.071530926,0.031048498
0.030786884,-0.071530926
-0.012801888,0.030786884
0.04641945,-0.012801888
0.022678535,0.04641945
-0.006743834,0.022678535
-0.005585525,-0.006743834
0.002869793,-0.005585525
-0.022046934,0.002869793
-0.031534349,-0.022046934
0.025052649,-0.031534349
-0.020079331,0.025052649
0.043145236,-0.020079331
-0.016598956,0.043145236
-0.014257607,-0.016598956
-0.011837558,-0.014257607
0.009025089,-0.011837558
0.032572351,0.009025089
-0.042339067,0.032572351
-0.031963752,-0.042339067
-0.037722952,-0.031963752
0.024802095,-0.037722952
0.019502452,0.024802095
-0.049384921,0.019502452
0.032584978,-0.049384921
0.022147218,0.032584978
0.003623667,0.022147218
-0.010951912,0.003623667
-0.035718831,-0.010951912
-0.046263409,-0.035718831
-0.001402825,-0.046263409
0.027573043,-0.001402825
-0.002139542,0.027573043
0.029305155,-0.002139542
-0.015447057,0.029305155
0.001588341,-0.015447057
-0.017407726,0.001588341
-0.011235817,-0.017407726
0.005177119,-0.011235817
0.021915771,0.005177119
-0.041654284,0.021915771
-0.004265472,-0.041654284
-0.023687706,-0.004265472
0.017309846,-0.023687706
-0.005260093,0.017309846
-0.026388076,-0.005260093
-0.027407217,-0.026388076
0.029592592,-0.027407217
-0.011566758,0.029592592
-0.010360342,-0.011566758
-0.066934233,-0.010360342
0.018355057,-0.066934233
0.010399955,0.018355057
-0.045597937,0.010399955
0.060519284,-0.045597937
-0.013931502,0.060519284
-0.005216289,-0.013931502
-0.016841926,-0.005216289
-0.013949069,-0.016841926
0.00762066,-0.013949069
-0.045935961,0.00762066
0.031602366,-0.045935961
-0.032547972,0.031602366
0.070260729,-0.032547972
0.000703755,0.070260729
0.02857082,0.000703755
-0.011084637,0.02857082
0.023751659,-0.011084637
0.027375487,0.023751659
0.042283073,0.027375487
-0.033337156,0.042283073
-0.00376304,-0.033337156
-0.00845417,-0.00376304
-0.036640203,-0.00845417
0.006108118,-0.036640203
-0.040039923,0.006108118
0.03141335,-0.040039923
-0.002773838,0.03141335
-0.036446025,-0.002773838
-0.00761122,-0.036446025
-0.039208253,-0.00761122
-0.00918907,-0.039208253
0.030143365,-0.00918907
-0.030688712,0.030143365
-0.010706835,-0.030688712
-0.020916674,-0.010706835
-0.036249901,-0.020916674
-0.020696398,-0.036249901
-0.043500877,-0.020696398
-0.034444951,-0.043500877
0.02893324,-0.034444951
0.045944944,0.02893324
0.015911201,0.045944944
-0.015470899,0.015911201
0.028558649,-0.015470899
-0.043174676,0.028558649
-0.021721048,-0.043174676
0.021580968,-0.021721048
0.008966571,0.021580968
-0.01148917,0.008966571
-0.004310122,-0.01148917
-0.037230963,-0.004310122
0.000762824,-0.037230963
0.02440971,0.000762824
0.021140631,0.02440971
-0.051255894,0.021140631
0.00770753,-0.051255894
-0.021636598,0.00770753
-0.029951151,-0.021636598
-0.006575777,-0.029951151
0.034294844,-0.006575777
0.00680441,0.034294844
0.041628232,0.00680441
0.075685439,0.041628232
-0.009830213,0.075685439
-0.018777217,-0.009830213
-0.010528877,-0.018777217
0.025962134,-0.010528877
-0.028891846,0.025962134
0.034091586,-0.028891846
-0.004641479,0.034091586
-0.000661436,-0.004641479
-0.000496405,-0.000661436
0.020784875,-0.000496405
0.027870581,0.020784875
-0.016922142,0.027870581
-0.016258466,-0.016922142
-0.043202323,-0.016258466
-0.04924546,-0.043202323
0.022481482,-0.04924546
0.017619561,0.022481482
-0.022476946,0.017619561
-0.029218317,-0.022476946
-0.046808588,-0.029218317
0.013510681,-0.046808588
0.026134697,0.013510681
-0.02003628,0.026134697
0.002253073,-0.02003628
-0.02233084,0.002253073
-0.050242339,-0.02233084
0.015751512,-0.050242339
0.020214807,0.015751512
0.013862231,0.020214807
-0.047663212,0.013862231
-0.048422236,-0.047663212
0.05366111,-0.048422236
-0.024683075,0.05366111
-0.005728894,-0.024683075
-0.005070062,-0.005728894
-0.02683909,-0.005070062
0.023483992,-0.02683909
0.039252668,0.023483992
-0.035915175,0.039252668
-0.028912254,-0.035915175
-0.015925375,-0.028912254
0.032932112,-0.015925375
-0.007027562,0.032932112
-0.006631652,-0.007027562
0.025731681,-0.006631652
0.002457591,0.025731681
-0.046579754,0.002457591
0.021823689,-0.046579754
0.022573147,0.021823689
-0.02085484,0.022573147
-0.02519675,-0.02085484
-0.027563227,-0.02519675
-0.012694918,-0.027563227
0.027252452,-0.012694918
0.019550938,0.027252452
-0.027335347,0.019550938
-0.016710229,-0.027335347
0.010825855,-0.016710229
-0.010979625,0.010825855
0.028884394,-0.010979625
0.023501347,0.028884394
-0.005298028,0.023501347
0.008569724,-0.005298028
0.014036031,0.008569724
0.038088672,0.014036031
0.013436054,0.038088672
0.019781017,0.013436054
0.005071776,0.019781017
0.050540522,0.005071776
-0.003052463,0.050540522
-0.013402459,-0.003052463
0.013051425,-0.013402459
-0.002988244,0.013051425
-0.026465848,-0.002988244
0.051582422,-0.026465848
0.040858413,0.051582422
-0.001998992,0.040858413
0.024142301,-0.001998992
0.016009692,0.024142301
0.026276564,0.016009692
-0.042493153,0.026276564
0.044864349,-0.042493153
0.006578402,0.044864349
0.019284814,0.006578402
-0.063583955,0.019284814
0.017942408,-0.063583955
0.001713418,0.017942408
-0.036733139,0.001713418
-0.032094728,-0.036733139
0.026029463,-0.032094728
0.019677442,0.026029463
-0.020322063,0.019677442
0.009924327,-0.020322063
0.010116342,0.009924327
0.024868189,0.010116342
0.021171286,0.024868189
-0.006382378,0.021171286
0.016956373,-0.006382378
-0.027293859,0.016956373
-0.017833922,-0.027293859
0.011864436,-0.017833922
0.017078186,0.011864436
0.022597407,0.017078186
0.044841474,0.022597407
-0.020899467,0.044841474
0.02775005,-0.020899467
0.038655789,0.02775005
0.006770151,0.038655789
0.005624907,0.006770151
0.004462933,0.005624907
0.01124017,0.004462933
-0.019262525,0.01124017
-0.029861817,-0.019262525
-0.051592186,-0.029861817
0.030875394,-0.051592186
0.015335049,0.030875394
-0.015234369,0.015335049
0.031401533,-0.015234369
-0.008978199,0.031401533
0.019901906,-0.008978199
0.00138793,0.019901906
-0.022685556,0.00138793
0.003702596,-0.022685556
-0.013793419,0.003702596
0.003562412,-0.013793419
-0.028243792,0.003562412
-0.009314995,-0.028243792
0.011903521,-0.009314995
0.025333101,0.011903521
-0.011534658,0.025333101
0.001531932,-0.011534658
-0.006937779,0.001531932
-0.014475442,-0.006937779
0.017351365,-0.014475442
0.020378731,0.017351365
-0.030410803,0.020378731
-0.013159041,-0.030410803
-0.004945249,-0.013159041
0.024599025,-0.004945249
-0.007291511,0.024599025
0.005203417,-0.007291511
-0.016657855,0.005203417
0.017718431,-0.016657855
-0.024072731,0.017718431
0.025425988,-0.024072731
0.020919019,0.025425988
0.013837759,0.020919019
-0.003372258,0.013837759
-6.11046E-05,-0.003372258
-0.011793912,-6.11046E-05
0.007551924,-0.011793912
0.004219474,0.007551924
0.013269874,0.004219474
0.005104233,0.013269874
0.000862638,0.005104233
0.021225089,0.000862638
0.006619746,0.021225089
0.002719432,0.006619746
-0.007881687,0.002719432
